flight_number,airport,type,status,aircraft
IB 3506,LHR,Arrival,Expected,
BA 48,LHR,Arrival,Expected,G-ZBKP
AY 5448,LHR,Arrival,Expected,
EI 8748,LHR,Arrival,Expected,
AA 6907,LHR,Arrival,Expected,
AS 5270,LHR,Arrival,Expected,
IB 4262,LHR,Arrival,Expected,
FJ 5067,LHR,Arrival,Expected,
GF 4364,LHR,Arrival,Expected,
BA 1604,LHR,Arrival,Expected,
UL 2022,LHR,Arrival,Expected,
AA 134,LHR,Arrival,Expected,N727AN
AY 3782,LHR,Arrival,Expected,
AS 6934,LHR,Arrival,Expected,
B6 6418,LHR,Arrival,Expected,
JU 210,LHR,Arrival,Expected,
BA 901,LHR,Arrival,Expected,
AA 7238,LHR,Arrival,Expected,
QR 6014,LHR,Arrival,Expected,
JL 7820,LHR,Arrival,Expected,
EI 8980,LHR,Arrival,Expected,
BA 280,LHR,Arrival,Expected,G-STBG
IB 3621,LHR,Arrival,Expected,
AY 5470,LHR,Arrival,Expected,
AA 6991,LHR,Arrival,Expected,
AS 5293,LHR,Arrival,Expected,
TP 7016,LHR,Arrival,Expected,
UA 7717,LHR,Arrival,Expected,
MS 777,LHR,Arrival,Expected,
AC 2849,LHR,Arrival,Expected,
LY 315,LHR,Arrival,Expected,
EI 8395,LHR,Arrival,Expected,
AY 6582,LHR,Arrival,Expected,
CZ 7227,LHR,Arrival,Expected,
BA 1395,LHR,Arrival,Expected,
QR 6019,LHR,Arrival,Expected,
LA 5488,LHR,Arrival,Expected,
AA 6633,LHR,Arrival,Expected,
IB 3615,LHR,Arrival,Expected,
EI 8972,LHR,Arrival,Expected,
BA 272,LHR,Arrival,Expected,G-YMMR
AA 6985,LHR,Arrival,Expected,
AY 5452,LHR,Arrival,Expected,
AS 5274,LHR,Arrival,Expected,
BA 122,LHR,Arrival,Canceled,
TP 1352,LHR,Arrival,Expected,
S4 8616,LHR,Arrival,Expected,
MS 9438,LHR,Arrival,Expected,
UA 6865,LHR,Arrival,Expected,
CA 7046,LHR,Arrival,Expected,
AD 7327,LHR,Arrival,Expected,
AC 2709,LHR,Arrival,Expected,
QR 9781,LHR,Arrival,Expected,
BA 581,LHR,Arrival,Expected,
AA 7250,LHR,Arrival,Expected,
MH 9701,LHR,Arrival,Expected,
BA 475,LHR,Arrival,Expected,G-LCAE
IB 3658,LHR,Arrival,Expected,
JL 7742,LHR,Arrival,Expected,
AA 6814,LHR,Arrival,Expected,
BA 693,LHR,Arrival,Expected,
LA 5540,LHR,Arrival,Expected,
AA 6651,LHR,Arrival,Expected,
WS 2,LHR,Arrival,Expected,
DL 5956,LHR,Arrival,Expected,
VS 94,LHR,Arrival,Expected,
MH 9853,LHR,Arrival,Expected,
BA 729,LHR,Arrival,Expected,
QR 9771,LHR,Arrival,Expected,
AA 6864,LHR,Arrival,Expected,
JL 6518,LHR,Arrival,Expected,
CX 7193,LHR,Arrival,Expected,
UA 8815,LHR,Arrival,Canceled,D-AING
OU 5482,LHR,Arrival,Canceled,D-AING
LH 906,LHR,Arrival,Canceled,D-AING
A3 1615,LHR,Arrival,Canceled,D-AING
SK 531,LHR,Arrival,Expected,EI-SCA
DL 7622,LHR,Arrival,Expected,
LY 9814,LHR,Arrival,Expected,
WS 5803,LHR,Arrival,Expected,
VS 5900,LHR,Arrival,Expected,
IB 3683,LHR,Arrival,Expected,
CX 7289,LHR,Arrival,Expected,
JL 7880,LHR,Arrival,Expected,
BA 791,LHR,Arrival,Expected,
AY 5903,LHR,Arrival,Expected,
AA 6877,LHR,Arrival,Expected,
QR 6018,LHR,Arrival,Expected,
BA 365,LHR,Arrival,Expected,
AA 7151,LHR,Arrival,Expected,
CX 7230,LHR,Arrival,Expected,
BA 341,LHR,Arrival,Expected,
QR 9744,LHR,Arrival,Expected,
AA 7248,LHR,Arrival,Expected,
UA 9760,LHR,Arrival,Expected,
AC 6837,LHR,Arrival,Expected,
LX 332,LHR,Arrival,Expected,HB-JDI
VL 2474,LHR,Arrival,Expected,
LH 4194,LHR,Arrival,Expected,
UA 9646,LHR,Arrival,Expected,
EW 9460,LHR,Arrival,Expected,D-AGWO
AC 6927,LHR,Arrival,Expected,
QR 5964,LHR,Arrival,Expected,
AY 5954,LHR,Arrival,Expected,
JL 7138,LHR,Arrival,Expected,
IB 3746,LHR,Arrival,Expected,
AA 6615,LHR,Arrival,Expected,
BA 1479,LHR,Arrival,Expected,
QR 9757,LHR,Arrival,Expected,
BA 551,LHR,Arrival,Expected,
AA 6697,LHR,Arrival,Expected,
JL 7148,LHR,Arrival,Expected,
AA 6668,LHR,Arrival,Expected,
BA 276,LHR,Arrival,Expected,G-ZBJA
BA 242,LHR,Arrival,Expected,
IB 3601,LHR,Arrival,Expected,
BA 118,LHR,Arrival,Expected,G-YMMU
AA 6656,LHR,Arrival,Expected,
QR 8953,LHR,Arrival,Expected,
BA 5930,LHR,Arrival,Expected,
AC 6914,LHR,Arrival,Expected,
EI 714,LHR,Arrival,Expected,
AA 8070,LHR,Arrival,Expected,
IB 3629,LHR,Arrival,Expected,
EI 8988,LHR,Arrival,Expected,
BA 288,LHR,Arrival,Expected,G-XWBM
AY 5528,LHR,Arrival,Expected,
AA 6999,LHR,Arrival,Expected,
AY 5927,LHR,Arrival,Expected,
AA 7189,LHR,Arrival,Expected,
IB 3675,LHR,Arrival,Expected,
BA 777,LHR,Arrival,Expected,
JL 7716,LHR,Arrival,Expected,
CX 7108,LHR,Arrival,Expected,
QR 8349,LHR,Arrival,Expected,A7-BFJ
QR 5939,LHR,Arrival,Expected,
BA 977,LHR,Arrival,Expected,
QR 9798,LHR,Arrival,Expected,
BA 809,LHR,Arrival,Expected,
AY 5912,LHR,Arrival,Expected,
AA 7181,LHR,Arrival,Expected,
LA 5520,LHR,Arrival,Expected,
EI 164,LHR,Arrival,Expected,
BA 5964,LHR,Arrival,Expected,
AA 8042,LHR,Arrival,Expected,
QR 9656,LHR,Arrival,Expected,
AC 6891,LHR,Arrival,Expected,
BA 1421,LHR,Arrival,Expected,
AY 6584,LHR,Arrival,Expected,
QR 5909,LHR,Arrival,Expected,
CZ 7242,LHR,Arrival,Expected,
AA 6715,LHR,Arrival,Expected,
AY 5939,LHR,Arrival,Expected,
QR 6270,LHR,Arrival,Expected,
BA 769,LHR,Arrival,Expected,
LA 5534,LHR,Arrival,Expected,
AA 6650,LHR,Arrival,Expected,
UA 923,LHR,Arrival,Expected,N29981
OS 7848,LHR,Arrival,Expected,
AC 5354,LHR,Arrival,Expected,
SN 9098,LHR,Arrival,Expected,
NZ 9834,LHR,Arrival,Expected,
LX 3067,LHR,Arrival,Expected,
LH 9343,LHR,Arrival,Expected,
JL 7796,LHR,Arrival,Canceled,
CX 7166,LHR,Arrival,Canceled,
QR 5960,LHR,Arrival,Canceled,
BA 947,LHR,Arrival,Canceled,
AA 7201,LHR,Arrival,Canceled,
LA 5530,LHR,Arrival,Expected,
JL 7702,LHR,Arrival,Expected,
QR 5981,LHR,Arrival,Expected,
BA 459,LHR,Arrival,Expected,
AA 6803,LHR,Arrival,Expected,
IB 3644,LHR,Arrival,Expected,
BA 36,LHR,Arrival,Expected,
AA 6670,LHR,Arrival,Expected,
LY 415,LHR,Arrival,Expected,
BA 134,LHR,Arrival,Expected,
AA 7082,LHR,Arrival,Expected,
LX 354,LHR,Arrival,Expected,
UA 9740,LHR,Arrival,Expected,
KL 3067,LHR,Arrival,Expected,
BA 7829,LHR,Arrival,Expected,
LM 675,LHR,Arrival,Expected,
CX 7207,LHR,Arrival,Expected,
BA 503,LHR,Arrival,Expected,
AA 7063,LHR,Arrival,Expected,
QR 5917,LHR,Arrival,Expected,
AA 7034,LHR,Arrival,Expected,
JL 7734,LHR,Arrival,Expected,
BA 411,LHR,Arrival,Expected,
IB 3862,LHR,Arrival,Expected,
AA 6675,LHR,Arrival,Expected,
CZ 7273,LHR,Arrival,Expected,
BA 1331,LHR,Arrival,Expected,
QR 5974,LHR,Arrival,Expected,
AY 6576,LHR,Arrival,Expected,
JL 7836,LHR,Arrival,Expected,
VN 3652,LHR,Arrival,Expected,
UU 8780,LHR,Arrival,Expected,
G3 5082,LHR,Arrival,Expected,
AM 6023,LHR,Arrival,Expected,
AF 1780,LHR,Arrival,Expected,
VS 6664,LHR,Arrival,Expected,
MK 9414,LHR,Arrival,Expected,
DL 8278,LHR,Arrival,Expected,
JL 7764,LHR,Arrival,Expected,
AA 6815,LHR,Arrival,Expected,
MH 9703,LHR,Arrival,Expected,
IB 3659,LHR,Arrival,Expected,
BA 477,LHR,Arrival,Expected,
KU 101,LHR,Arrival,Canceled,
BA 569,LHR,Arrival,Expected,
AA 6832,LHR,Arrival,Expected,
UA 9644,LHR,Arrival,Expected,
AC 6945,LHR,Arrival,Expected,
EW 2462,LHR,Arrival,Expected,
MF 9647,LHR,Arrival,Expected,PH-NXH
CI 9365,LHR,Arrival,Expected,PH-NXH
VS 7062,LHR,Arrival,Expected,PH-NXH
DL 9642,LHR,Arrival,Expected,PH-NXH
KL 1009,LHR,Arrival,Expected,PH-NXH
G3 5521,LHR,Arrival,Expected,PH-NXH
6E 3260,LHR,Arrival,Expected,PH-NXH
GA 8867,LHR,Arrival,Expected,
QF 8029,LHR,Arrival,Expected,
FI 6033,LHR,Arrival,Expected,
EK 29,LHR,Arrival,Expected,
BA 917,LHR,Arrival,Expected,
AA 7008,LHR,Arrival,Expected,
BA 821,LHR,Arrival,Expected,
QR 8346,LHR,Arrival,Expected,
BA 349,LHR,Arrival,Expected,
BA 423,LHR,Arrival,Expected,
JL 7104,LHR,Arrival,Expected,
QF 3526,LHR,Arrival,Expected,
AA 7095,LHR,Arrival,Expected,
IB 3853,LHR,Arrival,Expected,
MH 9504,LHR,Arrival,Expected,
AS 6936,LHR,Arrival,Expected,
AY 3784,LHR,Arrival,Expected,
BA 1509,LHR,Arrival,Expected,G-XLED
AA 136,LHR,Arrival,Expected,N757AN
IB 4237,LHR,Arrival,Expected,
FJ 5079,LHR,Arrival,Expected,
VS 142,LHR,Arrival,Expected,
GF 6636,LHR,Arrival,Expected,
UL 2025,LHR,Arrival,Expected,
RJ 7124,LHR,Arrival,Expected,
JL 7706,LHR,Arrival,Expected,
LA 5524,LHR,Arrival,Expected,
AA 6866,LHR,Arrival,Expected,
QR 8320,LHR,Arrival,Expected,
MH 9855,LHR,Arrival,Expected,
BA 731,LHR,Arrival,Expected,
CX 7257,LHR,Arrival,Expected,
QF 3516,LHR,Arrival,Expected,
AA 6843,LHR,Arrival,Expected,
BA 607,LHR,Arrival,Expected,
CX 257,LHR,Arrival,Expected,B-LXD
LA 8084,LHR,Arrival,Expected,
AY 4426,LHR,Arrival,Expected,
KE 7970,LHR,Arrival,Expected,
JL 5508,LHR,Arrival,Expected,
CX 7808,LHR,Arrival,Expected,
QR 5264,LHR,Arrival,Expected,
VS 7701,LHR,Arrival,Expected,
OS 335,LHR,Arrival,Expected,
AC 6191,LHR,Arrival,Expected,
UA 9860,LHR,Arrival,Expected,
AA 6757,LHR,Arrival,Expected,
QR 8310,LHR,Arrival,Expected,
LA 5538,LHR,Arrival,Expected,
JL 7160,LHR,Arrival,Expected,
BA 593,LHR,Arrival,Expected,
JL 7124,LHR,Arrival,Expected,
AA 7198,LHR,Arrival,Expected,
IB 3691,LHR,Arrival,Expected,
BA 867,LHR,Arrival,Expected,
6E 4073,LHR,Arrival,Expected,
TK 1989,LHR,Arrival,Expected,
3U 7209,LHR,Arrival,Expected,
BR 3562,LHR,Arrival,Expected,
PK 5989,LHR,Arrival,Expected,
UA 6916,LHR,Arrival,Expected,
JL 7154,LHR,Arrival,Expected,
BA 541,LHR,Arrival,Expected,
AA 6607,LHR,Arrival,Expected,
MH 9801,LHR,Arrival,Expected,
BA 811,LHR,Arrival,Expected,
CX 7190,LHR,Arrival,Expected,
AA 7193,LHR,Arrival,Expected,
QR 8316,LHR,Arrival,Expected,
AA 7152,LHR,Arrival,Expected,
AY 6588,LHR,Arrival,Expected,
QR 5905,LHR,Arrival,Expected,
BA 1493,LHR,Arrival,Expected,
SV 121,LHR,Arrival,Expected,
DL 7347,LHR,Arrival,Expected,
VS 5712,LHR,Arrival,Expected,
LA 5577,LHR,Arrival,Expected,
QR 8361,LHR,Arrival,Expected,
IB 3646,LHR,Arrival,Expected,
BA 461,LHR,Arrival,Expected,
AA 6805,LHR,Arrival,Expected,
IB 5733,LHR,Arrival,Expected,
VY 8960,LHR,Arrival,Expected,
BA 8131,LHR,Arrival,Expected,
EI 166,LHR,Arrival,Expected,
BA 5966,LHR,Arrival,Expected,
AA 8044,LHR,Arrival,Expected,
WY 2101,LHR,Arrival,Expected,
BA 82,LHR,Arrival,Expected,
AY 5946,LHR,Arrival,Expected,
AA 6790,LHR,Arrival,Expected,
6E 3,LHR,Arrival,Expected,
QR 9677,LHR,Arrival,Expected,
EI 916,LHR,Arrival,Expected,
BA 5988,LHR,Arrival,Expected,
BA 535,LHR,Arrival,Expected,
AA 7089,LHR,Arrival,Expected,
EY 65,LHR,Arrival,Canceled,
LH 9649,LHR,Arrival,Expected,
CA 5304,LHR,Arrival,Expected,
SQ 1190,LHR,Arrival,Expected,
EY 2600,LHR,Arrival,Expected,
AV 120,LHR,Arrival,Expected,
NH 7840,LHR,Arrival,Expected,
AI 7782,LHR,Arrival,Expected,
EK 3800,LHR,Arrival,Expected,
AA 6765,LHR,Arrival,Expected,
QR 8345,LHR,Arrival,Expected,
BA 831,LHR,Arrival,Expected,
EI 8331,LHR,Arrival,Expected,
AA 6700,LHR,Arrival,Expected,
B6 6283,LHR,Arrival,Expected,
BA 437,LHR,Arrival,Expected,
QR 6211,LHR,Arrival,Expected,
VS 5935,LHR,Arrival,Expected,
SK 805,LHR,Arrival,Expected,
DL 7636,LHR,Arrival,Expected,
LY 9822,LHR,Arrival,Expected,
GF 2003,LHR,Arrival,Expected,
VS 412,LHR,Arrival,Expected,
DL 5950,LHR,Arrival,Expected,
VS 156,LHR,Arrival,Expected,G-VBEL
AF 9926,LHR,Arrival,Expected,
KL 4817,LHR,Arrival,Expected,
DL 5958,LHR,Arrival,Expected,
UL 1205,LHR,Arrival,Expected,
RJ 111,LHR,Arrival,Expected,
UA 9100,LHR,Arrival,Canceled,D-AINZ
LH 908,LHR,Arrival,Canceled,D-AINZ
RJ 5111,LHR,Arrival,Canceled,
IB 5499,LHR,Arrival,Expected,
BA 8142,LHR,Arrival,Expected,
VY 6310,LHR,Arrival,Expected,
GF 3,LHR,Arrival,Canceled,
XY 4003,LHR,Arrival,Canceled,
AV 571,JFK,Departure,Unknown,
AV 653,JFK,Departure,Unknown,
BW 527,JFK,Departure,Expected,
B6 937,JFK,Departure,Expected,
B6 309,JFK,Departure,Expected,
B6 1359,JFK,Departure,Expected,
B6 1,JFK,Departure,Expected,
B6 123,JFK,Departure,Expected,
B6 123,JFK,Departure,Expected,
DL 701,JFK,Departure,Expected,
F9 4817,JFK,Departure,Expected,
B6 779,JFK,Departure,Expected,
B6 1603,JFK,Departure,Expected,
DL 5765,JFK,Departure,Expected,
B6 583,JFK,Departure,Expected,
AA 171,JFK,Departure,Expected,
DL 2286,JFK,Departure,Expected,
AA 1032,JFK,Departure,Expected,
B6 1273,JFK,Departure,Expected,
B6 289,JFK,Departure,Expected,
DL 892,JFK,Departure,Expected,
B6 411,JFK,Departure,Expected,
B6 1529,JFK,Departure,Expected,
AA 4543,JFK,Departure,Expected,
B6 2725,JFK,Departure,Expected,
B6 118,JFK,Departure,Expected,
B6 1173,JFK,Departure,Expected,
AA 1487,JFK,Departure,Expected,
AA 2045,JFK,Departure,Expected,
B6 677,JFK,Departure,Expected,
B6 137,JFK,Departure,Expected,
B6 1057,JFK,Departure,Expected,
AV 569,JFK,Departure,Expected,
AA 1349,JFK,Departure,Expected,N305UG
B6 601,JFK,Departure,Expected,
AA 3043,JFK,Departure,Expected,N412SY
AA 2138,JFK,Departure,Expected,
AA 1,JFK,Departure,Expected,
B6 1153,JFK,Departure,Expected,
B6 1803,JFK,Departure,Expected,
DL 668,JFK,Departure,Expected,N187DN
AS 21,JFK,Departure,Expected,
B6 869,JFK,Departure,Expected,
B6 15,JFK,Departure,Expected,
DL 2018,JFK,Departure,Expected,
DL 1422,JFK,Departure,Expected,
B6 2011,JFK,Departure,Expected,
DL 742,JFK,Departure,Expected,
AA 1,JFK,Departure,Expected,N813AN
B6 1601,JFK,Departure,Expected,
DL 2320,JFK,Departure,Expected,
DL 1528,JFK,Departure,Expected,
DL 1406,JFK,Departure,Expected,N926DZ
AV 43,JFK,Departure,Expected,N562AV
AA 816,JFK,Departure,Expected,
DL 5080,JFK,Departure,Expected,
B6 523,JFK,Departure,Expected,
DL 1887,JFK,Departure,Expected,
AA 76,JFK,Departure,Expected,
DL 5052,JFK,Departure,Expected,N601LR
BW 423,JFK,Departure,Expected,
AV 21,JFK,Departure,Expected,
DL 2042,JFK,Departure,Expected,
DL 2049,JFK,Departure,Expected,
AA 2379,JFK,Departure,Expected,
DL 699,JFK,Departure,Expected,
B6 1867,JFK,Departure,Expected,
B6 2718,JFK,Departure,Expected,
AA 763,JFK,Departure,Expected,
B6 1602,JFK,Departure,Expected,
B6 743,JFK,Departure,Expected,
DL 795,JFK,Departure,Expected,N535DN
AA 2995,JFK,Departure,Expected,
AA 2017,JFK,Departure,Expected,
DL 5053,JFK,Departure,Expected,
DL 5483,JFK,Departure,Expected,N182GJ
AA 1444,JFK,Departure,Expected,
AA 3210,JFK,Departure,Expected,
B6 285,JFK,Departure,Expected,
AA 4552,JFK,Departure,Expected,
DL 1166,JFK,Departure,Expected,
DL 1166,JFK,Departure,Expected,
B6 183,JFK,Departure,Expected,
B6 183,JFK,Departure,Expected,
DL 4729,JFK,Departure,Expected,
DL 1368,JFK,Departure,Expected,N362NB
DL 4729,JFK,Departure,Expected,
DL 1368,JFK,Departure,Expected,N362NB
DL 791,JFK,Departure,Expected,N503DZ
DL 791,JFK,Departure,Expected,N503DZ
B6 509,JFK,Departure,Expected,
B6 509,JFK,Departure,Expected,
DL 621,JFK,Departure,Expected,
DL 621,JFK,Departure,Expected,
DL 1966,JFK,Departure,Expected,
DL 4933,JFK,Departure,Expected,
B6 519,JFK,Departure,Expected,
B6 2223,JFK,Departure,Expected,
AA 1630,JFK,Departure,Expected,
B6 1271,JFK,Departure,Expected,
DL 613,JFK,Departure,Expected,
DL 1891,JFK,Departure,Expected,
DL 1955,JFK,Departure,Expected,
DL 1845,JFK,Departure,Expected,
AA 2646,JFK,Departure,Expected,
B6 1691,JFK,Departure,Expected,
DL 1907,JFK,Departure,Expected,
B6 1111,JFK,Departure,Expected,
B6 751,JFK,Departure,Expected,
AA 4788,JFK,Departure,Expected,
AA 860,JFK,Departure,Expected,
B6 939,JFK,Departure,Expected,
AA 3085,JFK,Departure,Expected,N117AN
B6 35,JFK,Departure,Expected,
AA 4538,JFK,Departure,Expected,
B6 1817,JFK,Departure,Expected,
B6 1515,JFK,Departure,Expected,
DL 5207,JFK,Departure,Expected,
DL 683,JFK,Departure,Expected,N550DN
DL 2227,JFK,Departure,Expected,
B6 296,JFK,Departure,Expected,
DL 596,JFK,Departure,Expected,
DL 625,JFK,Departure,Expected,
DL 713,JFK,Departure,Expected,
DL 1994,JFK,Departure,Expected,
DL 5097,JFK,Departure,Expected,
DL 532,JFK,Departure,Expected,N899DN
DL 5223,JFK,Departure,Expected,
DL 4919,JFK,Departure,Expected,
DL 5165,JFK,Departure,Expected,
DL 1917,JFK,Departure,Expected,
AS 829,JFK,Departure,Expected,
HA 829,JFK,Departure,Expected,
DL 5750,JFK,Departure,Expected,
AA 2819,JFK,Departure,Expected,
B6 786,JFK,Departure,Expected,
DL 2019,JFK,Departure,Expected,
B6 1137,JFK,Departure,Expected,
B6 511,JFK,Departure,Expected,
DL 617,JFK,Departure,Expected,
DL 1930,JFK,Departure,Expected,
DL 4985,JFK,Departure,Expected,
AA 4338,JFK,Departure,Expected,
DL 5330,JFK,Departure,Expected,
BA 178,JFK,Departure,Expected,
B6 479,JFK,Departure,Expected,
B6 627,JFK,Departure,Expected,
DL 2119,JFK,Departure,Expected,
B6 1569,JFK,Departure,Expected,
AA 255,JFK,Departure,Expected,
B6 1915,JFK,Departure,Expected,
B6 883,JFK,Departure,Expected,N970JB
DL 5223,JFK,Departure,Expected,
VS 26,JFK,Departure,Expected,
B6 2661,JFK,Departure,Expected,
AA 3092,JFK,Departure,Expected,
B6 1205,JFK,Departure,Expected,
B6 1759,JFK,Departure,Expected,N625JB
AA 179,JFK,Departure,Expected,
AS 208,JFK,Departure,Expected,
B6 887,JFK,Departure,Expected,
DL 5007,JFK,Departure,Expected,
B6 881,JFK,Departure,Expected,
DL 1503,JFK,Departure,Expected,
B6 2201,JFK,Departure,Expected,N948JB
AS 35,JFK,Departure,Expected,
B6 679,JFK,Departure,Expected,
B6 841,JFK,Departure,Expected,
AS 248,JFK,Departure,Expected,
CM 803,JFK,Departure,Expected,
B6 318,JFK,Departure,Expected,
B6 1533,JFK,Departure,Expected,
B6 121,JFK,Departure,Expected,
DL 917,JFK,Departure,Expected,
B6 1003,JFK,Departure,Expected,
AA 3189,JFK,Departure,Expected,
AC 8553,JFK,Departure,Expected,
DL 5341,JFK,Departure,Expected,
DL 5015,JFK,Departure,Expected,N922XJ
DL 5811,JFK,Departure,Expected,
DL 4976,JFK,Departure,Expected,
DL 5316,JFK,Departure,Expected,N331PQ
DL 5018,JFK,Departure,Expected,
B6 557,JFK,Departure,Expected,
DL 773,JFK,Departure,Expected,
DL 5733,JFK,Departure,Expected,
DL 4806,JFK,Departure,Expected,
B6 2902,JFK,Departure,Expected,
B6 818,JFK,Departure,Expected,
B6 2137,JFK,Departure,Expected,
AA 4443,JFK,Departure,Expected,
DL 636,JFK,Departure,Expected,
B6 623,JFK,Departure,Expected,
F9 4731,JFK,Departure,Expected,
B6 149,JFK,Departure,Expected,
CX 841,JFK,Departure,Expected,
DL 4725,JFK,Departure,Expected,
DL 5649,JFK,Departure,Expected,
AC 8899,JFK,Departure,Canceled,
AA 4708,JFK,Departure,Expected,
B6 9,JFK,Departure,Expected,
B6 115,JFK,Departure,Expected,
B6 1715,JFK,Departure,Expected,
DL 5135,JFK,Departure,Expected,
DL 4719,JFK,Departure,Expected,
DL 5370,JFK,Departure,Expected,
B6 1793,JFK,Departure,Expected,
B6 765,JFK,Departure,Expected,
B6 1851,JFK,Departure,Expected,
B6 2101,JFK,Departure,Expected,
B6 255,JFK,Departure,Expected,
B6 1107,JFK,Departure,Expected,
AA 4509,JFK,Departure,Expected,
AA 3199,JFK,Departure,Expected,
AA 2456,JFK,Departure,Expected,
B6 1328,JFK,Departure,Expected,
AA 167,JFK,Departure,Expected,
DL 2870,JFK,Departure,Expected,N920AT
DL 767,JFK,Departure,Expected,
B6 1451,JFK,Departure,Expected,
DL 4730,JFK,Departure,Expected,
B6 85,JFK,Departure,Expected,
F9 1809,JFK,Departure,Expected,
B6 1029,JFK,Departure,Expected,
AA 1327,JFK,Departure,Expected,
DL 1514,JFK,Departure,Expected,N835DN
B6 223,JFK,Departure,Expected,
DL 4952,JFK,Departure,Expected,
DL 4901,JFK,Departure,Expected,
DL 305,JFK,Departure,Expected,
DL 363,JFK,Departure,Expected,
B6 1297,JFK,Departure,Expected,
DL 5801,JFK,Departure,Expected,N231JQ
AA 142,JFK,Departure,Expected,
QR 704,JFK,Departure,Canceled,
DL 4752,JFK,Departure,Expected,
EK 204,JFK,Departure,Expected,
B6 53,JFK,Departure,Expected,
B6 1587,JFK,Departure,Expected,
DL 2985,JFK,Departure,Expected,
AA 4446,JFK,Departure,Expected,
AS 227,JFK,Departure,Expected,
DL 807,JFK,Departure,Expected,
DL 4724,JFK,Departure,Expected,
AS 23,JFK,Departure,Expected,
DL 4924,JFK,Departure,Expected,
B6 1169,JFK,Departure,Expected,
SY 568,JFK,Departure,Expected,
AA 688,JFK,Departure,Expected,
DL 5315,JFK,Departure,Expected,
AA 4527,JFK,Departure,Expected,
DL 2775,JFK,Departure,Expected,
DL 2794,JFK,Departure,Expected,
AA 4680,JFK,Departure,Expected,
SV 22,JFK,Departure,Expected,
SV 22,JFK,Departure,Expected,
B6 1283,JFK,Departure,Expected,
B6 1283,JFK,Departure,Expected,
AA 3,JFK,Departure,Expected,
AA 3,JFK,Departure,Expected,
B6 421,JFK,Departure,Expected,
B6 421,JFK,Departure,Expected,
DL 1961,JFK,Departure,Expected,N528DE
OZ 221,JFK,Departure,Expected,
B6 2825,JFK,Departure,Expected,
B6 323,JFK,Departure,Expected,
AA 4365,JFK,Departure,Expected,
DL 2342,JFK,Departure,Expected,
DL 5399,JFK,Departure,Expected,
AA 2829,JFK,Departure,Expected,
DL 5804,JFK,Departure,Expected,
DL 4731,JFK,Departure,Expected,
B6 1201,JFK,Departure,Expected,N3113J
AA 4687,JFK,Departure,Expected,
DL 5049,JFK,Departure,Expected,N925XJ
MS 986,JFK,Departure,Expected,
9K 1023,JFK,Departure,Expected,
DL 5158,JFK,Departure,Expected,
DL 1435,JFK,Departure,Expected,
HY 102,JFK,Departure,Expected,
AS 29,JFK,Departure,Expected,
KE 82,JFK,Departure,Expected,
B6 2841,JFK,Departure,Expected,
DL 5028,JFK,Departure,Expected,
B6 2951,JFK,Departure,Expected,
DL 2003,JFK,Departure,Expected,N802DN
B6 418,JFK,Departure,Expected,
DL 2323,JFK,Departure,Expected,
AA 4434,JFK,Departure,Expected,
F9 4871,JFK,Departure,Expected,
B6 1269,JFK,Departure,Expected,
AA 4362,JFK,Departure,Expected,
B6 163,JFK,Departure,Expected,
B6 2485,JFK,Departure,Expected,
DL 2521,JFK,Departure,Expected,
B6 902,JFK,Departure,Expected,
LY 10,JFK,Departure,Expected,
B6 1853,JFK,Departure,Expected,
DL 747,JFK,Departure,Expected,
B6 503,JFK,Departure,Expected,
DL 5509,JFK,Departure,Expected,
DL 1024,JFK,Departure,Expected,N572DT
B6 1186,JFK,Departure,Expected,
JL 5,JFK,Departure,Expected,
TK 4,JFK,Departure,Expected,
DL 5595,JFK,Departure,Expected,
DL 4984,JFK,Departure,Expected,N935XJ
BW 6,JFK,Departure,Expected,
DL 5328,JFK,Departure,Expected,
DL 5151,JFK,Departure,Expected,N182GJ
AA 4687,JFK,Departure,Expected,
B6 901,JFK,Departure,Expected,
B6 723,JFK,Departure,Expected,
NH 109,JFK,Departure,Expected,
AI 116,JFK,Departure,Expected,
B6 125,JFK,Departure,Expected,
DL 5012,JFK,Departure,Expected,
AA 2624,JFK,Departure,Expected,
AA 4697,JFK,Departure,Expected,
DL 5430,JFK,Departure,Expected,
DL 5460,JFK,Departure,Expected,
DL 4909,JFK,Departure,Expected,
AA 1953,JFK,Departure,Expected,
CX 831,JFK,Departure,Expected,
DL 5200,JFK,Departure,Expected,N133EV
DL 4909,JFK,Arrival,Expected,N601LR
CM 808,JFK,Arrival,Unknown,
DL 4,JFK,Arrival,Expected,N835MH
9E 4,JFK,Arrival,Expected,N835MH
B6 1966,JFK,Arrival,Unknown,
B6 1190,JFK,Arrival,Expected,N2193J
B6 1524,JFK,Arrival,Expected,N4058J
B6 98,JFK,Arrival,Expected,
B6 948,JFK,Arrival,Expected,
B6 248,JFK,Arrival,Expected,
AV 568,JFK,Arrival,Expected,
B6 1216,JFK,Arrival,Expected,N983JT
BW 422,JFK,Arrival,Expected,
B6 839,JFK,Arrival,Expected,
DL 424,JFK,Arrival,Expected,
AV 42,JFK,Arrival,Expected,
AA 19,JFK,Arrival,Expected,
CX 844,JFK,Arrival,Expected,B-LRR
B6 72,JFK,Arrival,Expected,N3185J
DL 758,JFK,Arrival,Expected,N603DN
B6 1824,JFK,Arrival,Expected,
AA 954,JFK,Arrival,Expected,N721AN
